Id,Probability
1,0.07910142601755678
2,0.04308887068471557
3,0.016426526275680347
4,0.07675376591336279
5,0.08885672799248161
6,0.030819577092162587
7,0.05496864596246799
8,0.039914230490550116
9,0.008901144715916479
10,0.2225749904831508
11,0.01997790500187962
12,0.02558334208141442
13,0.010887419004438703
14,0.04302824262630099
15,0.052983674459679844
16,0.019478728771060612
17,0.03984514237830089
18,0.024170410855952458
19,0.20302007812497697
20,0.07189796813752544
21,0.018278647326499076
22,0.016399618280864958
23,0.010677006054567648
24,0.5089438515425216
25,0.06849226235323247
26,0.020120876902888198
27,0.1003392182423645
28,0.01430775187881691
29,0.06991890238254617
30,0.025075401138903435
31,0.057290595520904486
32,0.013203727471033927
33,0.018303246324256756
34,0.07820526350727783
35,0.22150769650805655
36,0.04270529832938596
37,0.0281892016912488
38,0.017199028567314235
39,0.019873602976409138
40,0.053385923556309625
41,0.14249538156526434
42,0.19797328767738703
43,0.06925903138011466
44,0.012763037250952538
45,0.0525850775184612
46,0.00856512253781385
47,0.00856512253781385
48,0.018459458140381017
49,0.0234400616973982
50,0.04275925136002603
51,0.021654547576922634
52,0.013843570581289655
53,0.018278647326499076
54,0.07927810978090619
55,0.02207372999935962
56,0.0878455792587753
57,0.009816315128073022
58,0.10565389094717
59,0.07326794981849366
60,0.09507755672024373
61,0.02187869752250112
62,0.018299279285519
63,0.025801228724818093
64,0.01356288045190771
65,0.026221768547357128
66,0.017715626955270496
67,0.02159147545473854
68,0.13202904856638495
69,0.010883297182562845
70,0.6006779559260365
71,0.024945920693086644
72,0.12165664098701227
73,0.010715991839092099
74,0.17248406714826206
75,0.02106163392838689
76,0.05440243642147589
77,0.041727643317244614
78,0.03783163130320229
79,0.016422879439550057
80,0.02246880120221504
81,0.02187384443556748
82,0.021963013129025655
83,0.02635464887088416
84,0.01107252225643354
85,0.022772191111549978
86,0.023006044738496753
87,0.05869557613219197
88,0.018057628024708137
89,0.02646986734313083
90,0.026795448372061936
91,0.046359180515007786
92,0.02081024751761169
93,0.021130043994540843
94,0.01795220659722017
95,0.010690457257380917
96,0.11459842126858433
97,0.030903439723988263
98,0.07426189376972472
99,0.022326130409922637
100,0.024943321759374724
101,0.0659195647683157
102,0.07952222925189222
103,0.014094339206942386
104,0.07825280237531376
105,0.06463395360527173
106,0.02522270832373664
107,0.37316295091522456
108,0.014809912305423317
109,0.0124160552995097
110,0.023039566404992707
111,0.023878677487305787
112,0.023388638175044156
113,0.029009952702886817
114,0.47140607576307636
115,0.08844918805821246
116,0.013282526736369213
117,0.00919695394026487
118,0.08933929604743825
119,0.018299279285519
120,0.01291481702995576
121,0.014407769999390262
122,0.047386283409752476
123,0.02068594015187402
124,0.49505418724782835
125,0.018057628024708137
126,0.016419607383171244
127,0.009734096399909723
128,0.028344544222476713
129,0.011249473473686735
130,0.0330921320519706
131,0.04402035740262229
132,0.0750767024755707
133,0.010508059437398168
134,0.08269815701869275
135,0.1738790265626285
136,0.014266742553786228
137,0.14594316927625636
138,0.055702830284249646
139,0.01164034658881491
140,0.018382949351969557
141,0.008316688468139958
142,0.017893074273604568
143,0.00856512253781385
144,0.02353198439000975
145,0.3256544982299714
146,0.024304895293432015
147,0.01098125541930391
148,0.1010629657007768
149,0.01144162158360629
150,0.039584257332158104
151,0.009855637684659854
152,0.01840358131098948
153,0.011672285832454866
154,0.01744216266262676
155,0.026322271144138727
156,0.024643070483637702
157,0.05844236733982233
158,0.012041819673520523
159,0.1192158856283206
160,0.028896441147496104
161,0.009210817431976343
162,0.02126021502083657
163,0.020838323638974792
164,0.04484534668514688
165,0.0197980135579949
166,0.02176148123010983
167,0.5670962917928258
168,0.022120856499013113
169,0.17769422537239868
170,0.01584717411091749
171,0.008316688468139958
172,0.01561902896748919
173,0.022514529500537395
174,0.05673823657362107
175,0.022033238742842586
176,0.26030207946069683
177,0.028989688850657815
178,0.0805061560742249
179,0.015760456409705775
180,0.014497527912421166
181,0.05375878901230803
182,0.018278647326499076
183,0.022268426138358353
184,0.014259657512515525
185,0.09199451547612192
186,0.010544720336112822
187,0.019374426745590128
188,0.029068613161402718
189,0.07019927250411115
190,0.030156763880809283
191,0.023573289429316826
192,0.041358965912674336
193,0.021880385948715258
194,0.0685276253719259
195,0.022326130409922637
196,0.03216084815034222
197,0.010171996578010826
198,0.011537318154566604
199,0.020120876902888198
200,0.00992055784083534
201,0.07358772841885494
202,0.025309864836295846
203,0.2906027954552768
204,0.06225711923741055
205,0.02078797328450118
206,0.010508018756113452
207,0.025075401138903435
208,0.010193597791560854
209,0.07581113421836631
210,0.00856512253781385
211,0.11759614046659894
212,0.02738302634208011
213,0.017506466252542357
214,0.011726564541390759
215,0.021444170737692798
216,0.08381143543074956
217,0.01261442600268172
218,0.09708226716566982
219,0.018519168514579167
220,0.009734096399909723
221,0.027952866871048393
222,0.011659796249725064
223,0.01935066011177465
224,0.019127766455811705
225,0.013775305926658715
226,0.08181729062612543
227,0.02196942797388914
228,0.08240170565597446
229,0.08580869285358446
230,0.3959833084345625
231,0.23985761305989647
232,0.015518871039246124
233,0.01471398780374244
234,0.01364618023051532
235,0.008901144715916479
236,0.17759703260714715
237,0.06956635701103556
238,0.00856512253781385
239,0.019478728771060612
240,0.02357031836679173
241,0.06707615296041647
242,0.013497467428446366
243,0.01176282468397337
244,0.027825640231878317
245,0.08933929604743825
246,0.014143611642369425
247,0.03284311695412488
248,0.012662144225356529
249,0.026055344949576703
250,0.31613386347468897
251,0.0500567785328487
252,0.24487795231068818
253,0.013203727471033927
254,0.07151892599548924
255,0.009433446449522492
256,0.018057628024708137
257,0.03436627284088798
258,0.1585071596009538
259,0.053339160032574794
260,0.09045882528348073
261,0.020458142390429635
262,0.02877592914692296
263,0.008316688468139958
264,0.04801228715603252
265,0.0837254278452057
266,0.029338011860480916
267,0.08084553929545885
268,0.03714887558369364
269,0.25731354670991047
270,0.010973279293970831
271,0.044039517239568865
272,0.0327940872670922
273,0.011409988271069501
274,0.01695581592400776
275,0.013041826556804475
276,0.030228255867125513
277,0.02736967276520113
278,0.013595198010978696
279,0.07357357441068063
280,0.02678754720861814
281,0.5029323436827986
282,0.05852978706677405
283,0.04085879754741733
284,0.010622758237549216
285,0.011785390660370664
286,0.018057628024708137
287,0.01996543533845389
288,0.055168191581914605
289,0.0848002417499988
290,0.0837254278452057
291,0.2435898002967031
292,0.009082050404657588
293,0.032299108238138266
294,0.02057020054929364
295,0.009057359410432609
296,0.025586541580466214
297,0.011304324410712283
298,0.02756956656197132
299,0.009253424388709828
300,0.010656798102620147
301,0.08220141578446268
302,0.013344156788370762
303,0.01373256682081705
304,0.01326389322569175
305,0.38654234970469814
306,0.04813685881543962
307,0.00856512253781385
308,0.2173152502234105
309,0.22024841442037624
310,0.022261556074346336
311,0.4279103500493653
312,0.020683702142321986
313,0.23207931750724753
314,0.04516842373661241
315,0.04417417413393769
316,0.08291277271985607
317,0.2758806802772661
318,0.013756845543817625
319,0.013832041645557023
320,0.07591678587451904
321,0.09274377980232523
322,0.026646532491360196
323,0.019873602976409138
324,0.018278647326499076
325,0.09685279411425068
326,0.012387990342005441
327,0.01520829971192936
328,0.011819644899936426
329,0.022514529500537395
330,0.011162523866767525
331,0.026859323928904156
332,0.02338817898994535
333,0.023331338468619785
334,0.04139364998855222
335,0.04667674199950492
336,0.05665386493893694
337,0.024304895293432015
338,0.3074999108884751
339,0.027732884703178882
340,0.024304895293432015
341,0.009082050404657588
342,0.015150131021010144
343,0.02217819658971642
344,0.03495714831125303
345,0.021543941311749283
346,0.019449236834752175
347,0.3848424607899892
348,0.07182986786492539
349,0.023101561626283174
350,0.018057628024708137
351,0.06564982065214495
352,0.05628057211862917
353,0.009151508040861022
354,0.10593242305859644
355,0.01986113331298341
356,0.010861773605691495
357,0.5678744818901451
358,0.009057359410432609
359,0.04588319068121625
360,0.17762624956979806
361,0.0260878505812166
362,0.018299279285519
363,0.011323055913897323
364,0.02622279863774754
365,0.1703515772572715
366,0.09854602421523369
367,0.033779084173997886
368,0.09799703644788832
369,0.013858390997931963
370,0.3724641032451514
371,0.021687703943979928
372,0.08491977515646598
373,0.013805225045078523
374,0.01850809279151899
375,0.015454771682102759
376,0.008457899534248029
377,0.0249481151145235
378,0.010690457257380917
379,0.024029696581969365
380,0.029383740158803275
381,0.02261846338873843
382,0.018370901865494213
383,0.05336684036462199
384,0.11561110245025867
385,0.009082050404657588
386,0.009151508040861022
387,0.00894851987059098
388,0.018278647326499076
389,0.020148499876731805
390,0.01759975903010307
391,0.011136477220716218
392,0.01348057884808749
393,0.01645079759190031
394,0.08640143593109827
395,0.01262837639338538
396,0.009151508040861022
397,0.08322819046380506
398,0.08297322753248224
399,0.011729662788528442
400,0.028415729205008892
401,0.012248170875778537
402,0.008316688468139958
403,0.021578080216440282
404,0.008901144715916479
405,0.7239783079144252
406,0.5988604509752389
407,0.02583184973996633
408,0.05811378863441794
409,0.028033743287566963
410,0.024702028157480016
411,0.027705117394037904
412,0.03612266255686739
413,0.10135053423776896
414,0.02298175065264804
415,0.012824763098904776
416,0.21454361227663718
417,0.0928051299006242
418,0.031211516189059475
419,0.011631542128273133
420,0.023859637513647888
421,0.012532091364204048
422,0.013372230836868323
423,0.02841125866441068
424,0.009904056447185092
425,0.009855637684659854
426,0.01107252225643354
427,0.026005289907453148
428,0.019358552493927456
429,0.09018919750727411
430,0.015187151947273181
431,0.22564712554001853
432,0.01174601044917213
433,0.023969764934562494
434,0.02187384443556748
435,0.029305828541627544
436,0.0316080816812374
437,0.05937339620480012
438,0.09134893327270652
439,0.013459946889067567
440,0.02996344907255926
441,0.021488135310989597
442,0.031299399539333445
443,0.046175512391131934
444,0.010101397372295016
445,0.05663586680195147
446,0.12934477912224157
447,0.01121395715416159
448,0.11475173485758003
449,0.042435024651061984
450,0.011375867813435869
451,0.026993412220876346
452,0.011249473473686735
453,0.06142867242927548
454,0.01866347512342615
455,0.06799968190038194
456,0.02300343990455008
457,0.0709314525541999
458,0.018057628024708137
459,0.08291277271985607
460,0.02535637697898993
461,0.022364499176744556
462,0.05627297251530501
463,0.015931892869378194
464,0.08135794105065298
465,0.037155871576512234
466,0.010191659862762482
467,0.013595836071663005
468,0.026777302269435255
469,0.010656798102620147
470,0.20147842653264125
471,0.01034098387646502
472,0.014151584208867928
473,0.195945958219564
474,0.051411147727036755
475,0.020416442656105427
476,0.010729244666281229
477,0.010987175912301372
478,0.015567228986575615
479,0.0361220996364496
480,0.01037996966098947
481,0.04604755800736189
482,0.009054498628600968
483,0.06052334788578236
484,0.060464751941112206
485,0.00856512253781385
486,0.2078059340755008
487,0.051953195677851303
488,0.06445687394311897
489,0.13128105938279205
490,0.05428554227264694
491,0.012590889416568848
492,0.028005818977318558
493,0.4301774269622814
494,0.020939628923216564
495,0.2274138987390002
496,0.013540359559620676
497,0.019524132825428062
498,0.022326130409922637
499,0.08992620306056638
500,0.013203727471033927
501,0.021212360184083335
502,0.018278647326499076
503,0.03229259477858819
504,0.02110104110476782
505,0.012816919220890113
506,0.12464609095197962
507,0.04251535528067931
508,0.008316688468139958
509,0.010883297182562845
510,0.016822346752184213
511,0.020374472323979077
512,0.21267323264947396
513,0.06260216741083188
514,0.02755428059400012
515,0.02578808894415079
516,0.1776999903584861
517,0.011211322011602234
518,0.013828993955230531
519,0.011472076688589267
520,0.019478728771060612
521,0.010690457257380917
522,0.016055322483982577
523,0.07825280237531376
524,0.04232836519396893
525,0.06345533754920198
526,0.45361268625134255
527,0.09991399104490475
528,0.016690580741214538
529,0.21097409725822042
530,0.022174410511373206
531,0.01062099962117748
532,0.008316688468139958
533,0.024737816069318262
534,0.008901144715916479
535,0.018278647326499076
536,0.010987175912301372
537,0.012671134087617825
538,0.04252311698808882
539,0.02698019541481645
540,0.009082050404657588
541,0.01799317281993564
542,0.0223432140545193
543,0.0813729766281008
544,0.12935229309068638
545,0.023493627097856587
546,0.010934647266961672
547,0.044190324303791904
548,0.010545877464354201
549,0.009057359410432609
550,0.0901472842020961
551,0.16987842246725612
552,0.12244061451621094
553,0.018299279285519
554,0.018278647326499076
555,0.12954105627961054
556,0.01996543533845389
557,0.026656254036645732
558,0.02558334208141442
559,0.09846930261479418
560,0.05833104939314656
561,0.008316688468139958
562,0.01986113331298341
563,0.09071283693081442
564,0.05911245576085562
565,0.08315136257262845
566,0.016089731535552113
567,0.009970913286313344
568,0.02339860612813738
